DATA,HORA,PRES.MED,T.MED,T.MAX,T.MIN,TSOL.MED,RAD,UR.MED,VT.MED,DIRVT,VT.MAX,PREC,ID_ESTACAO,Geada-OBS
2025-01-01,00:00:00,936.8,24.0,25.7,24.0,18.9,0.0,73.0,0.8,111.0,2.3,0.0,A822,0
2025-01-01,01:00:00,937.2,23.0,24.1,23.0,19.2,0.0,79.0,0.9,118.0,2.0,0.0,A822,0
2025-01-01,02:00:00,937.5,22.3,23.0,22.3,19.3,0.0,83.0,0.8,102.0,2.0,0.0,A822,0
2025-01-01,03:00:00,937.4,22.1,22.9,22.1,19.3,0.0,84.0,0.1,98.0,1.8,0.0,A822,0
2025-01-01,04:00:00,937.2,22.1,22.7,22.1,19.3,0.0,84.0,0.3,123.0,1.1,0.0,A822,0
2025-01-01,05:00:00,937.1,21.4,22.1,20.7,19.1,0.0,87.0,0.2,93.0,1.9,0.0,A822,0
2025-01-01,06:00:00,936.7,20.6,21.5,20.6,18.7,0.0,89.0,1.2,101.0,2.4,0.0,A822,0
2025-01-01,07:00:00,936.7,20.7,21.0,20.4,18.6,0.0,88.0,1.5,109.0,2.6,0.0,A822,0
2025-01-01,08:00:00,937.3,20.7,20.9,20.6,18.3,0.0,86.0,0.7,72.0,2.8,0.0,A822,0
2025-01-01,09:00:00,937.9,20.3,21.0,20.1,18.1,11.6,87.0,1.0,66.0,2.0,0.0,A822,0
2025-01-01,10:00:00,938.8,22.0,22.0,20.2,18.8,411.0,82.0,1.5,99.0,3.5,0.0,A822,0
2025-01-01,11:00:00,939.2,23.6,23.6,21.9,19.2,1238.0,76.0,2.6,110.0,5.2,0.0,A822,0
2025-01-01,12:00:00,939.6,25.7,25.9,23.2,19.7,2005.9,69.0,2.8,91.0,5.2,0.0,A822,0
2025-01-01,13:00:00,939.7,26.9,26.9,25.3,20.7,2821.2,69.0,3.3,70.0,7.1,0.0,A822,0
2025-01-01,14:00:00,939.5,27.4,28.2,26.5,21.6,3233.9,71.0,2.5,37.0,5.9,0.0,A822,0
2025-01-01,15:00:00,939.1,28.6,29.0,27.3,22.0,3466.7,68.0,3.5,39.0,7.1,0.0,A822,0
2025-01-01,16:00:00,937.9,28.8,29.9,28.0,22.1,3113.4,67.0,3.1,357.0,6.1,0.0,A822,0
2025-01-01,17:00:00,937.0,30.1,30.5,28.6,21.5,3666.5,60.0,2.3,317.0,6.5,0.0,A822,0
2025-01-01,18:00:00,936.4,30.5,31.2,29.4,21.3,3376.7,58.0,3.3,27.0,5.8,0.0,A822,0
2025-01-01,19:00:00,935.4,30.8,31.8,29.3,20.6,2269.2,55.0,1.3,282.0,5.8,0.0,A822,0
2025-01-01,20:00:00,935.2,30.1,31.5,29.7,20.9,1596.9,58.0,1.6,19.0,4.1,0.0,A822,0
2025-01-01,21:00:00,937.3,19.0,30.1,18.8,18.1,312.9,94.0,6.4,138.0,12.1,6.4,A822,0
2025-01-01,22:00:00,935.8,21.5,21.7,19.0,20.7,397.5,96.0,0.6,69.0,11.1,8.0,A822,0
2025-01-01,23:00:00,936.9,19.4,21.4,19.1,17.6,24.7,90.0,1.5,111.0,4.3,0.0,A822,0
2025-01-02,00:00:00,937.4,19.0,20.2,18.7,17.2,0.0,90.0,1.6,121.0,3.0,0.0,A822,0
2025-01-02,01:00:00,938.0,18.7,19.6,18.6,17.3,0.0,92.0,1.0,103.0,2.8,0.0,A822,0
2025-01-02,02:00:00,938.2,19.3,19.6,18.4,17.4,0.0,88.0,1.4,139.0,2.4,0.0,A822,0
2025-01-02,03:00:00,937.9,18.9,19.7,18.7,16.9,0.0,88.0,0.7,115.0,2.6,0.0,A822,0
2025-01-02,04:00:00,937.5,18.0,18.9,17.8,16.9,0.0,93.0,0.1,77.0,2.3,0.0,A822,0
2025-01-02,05:00:00,936.8,18.0,18.6,17.8,17.0,0.0,94.0,0.3,167.0,2.9,0.0,A822,0
2025-01-02,06:00:00,937.0,17.6,18.1,17.4,16.6,0.0,94.0,0.0,170.0,2.1,0.0,A822,0
2025-01-02,07:00:00,937.2,17.2,17.9,17.0,16.6,0.0,96.0,0.1,101.0,1.5,0.0,A822,0
2025-01-02,08:00:00,937.5,17.2,17.4,16.7,16.6,0.0,96.0,0.2,137.0,1.4,0.0,A822,0
2025-01-02,09:00:00,937.7,17.4,17.4,17.1,16.4,8.0,94.0,0.1,108.0,1.5,0.0,A822,0
2025-01-02,10:00:00,938.4,18.7,18.8,17.4,17.1,236.1,90.0,0.7,110.0,1.5,0.0,A822,0
2025-01-02,11:00:00,938.7,22.7,22.7,18.8,18.3,1237.7,76.0,0.4,97.0,2.5,0.0,A822,0
2025-01-02,12:00:00,938.7,23.2,23.4,22.4,19.5,1310.8,79.0,1.6,48.0,3.4,0.0,A822,0
2025-01-02,13:00:00,938.8,25.5,25.5,23.2,20.5,2894.7,74.0,2.6,29.0,5.5,0.0,A822,0
2025-01-02,14:00:00,938.8,26.8,27.1,25.5,19.5,3347.7,64.0,2.1,22.0,5.1,0.0,A822,0
2025-01-02,15:00:00,938.2,27.3,27.4,26.6,20.5,3876.7,66.0,3.6,345.0,5.8,0.0,A822,0
2025-01-02,16:00:00,937.4,28.1,28.5,27.3,20.6,3386.3,64.0,2.0,318.0,6.3,0.0,A822,0
2025-01-02,17:00:00,936.8,27.6,28.3,27.2,21.1,1938.0,67.0,2.7,351.0,5.4,0.0,A822,0
2025-01-02,18:00:00,935.9,27.7,28.5,27.4,21.5,1778.8,69.0,2.6,328.0,6.8,0.0,A822,0
2025-01-02,19:00:00,935.0,28.1,28.5,27.2,21.0,1573.3,66.0,1.6,274.0,5.1,0.0,A822,0
2025-01-02,20:00:00,935.8,23.4,28.1,21.8,21.3,681.2,88.0,2.1,19.0,11.0,3.4,A822,0
2025-01-02,21:00:00,936.4,23.1,24.0,23.1,20.9,829.0,88.0,1.2,44.0,4.2,0.0,A822,0
2025-01-02,22:00:00,936.1,22.2,23.1,22.2,21.0,187.2,93.0,0.8,191.0,2.2,0.0,A822,0
2025-01-02,23:00:00,935.9,21.9,22.5,21.8,20.7,15.5,93.0,0.0,55.0,1.6,0.0,A822,0
2025-01-03,00:00:00,936.8,22.0,22.3,21.7,20.8,0.0,93.0,1.2,92.0,4.0,0.0,A822,0
2025-01-03,01:00:00,937.6,21.0,22.2,21.0,20.5,0.0,97.0,0.6,194.0,2.2,0.0,A822,0
2025-01-03,02:00:00,937.4,21.2,21.6,21.0,20.4,0.0,95.0,1.3,171.0,2.4,0.0,A822,0
2025-01-03,03:00:00,936.4,21.3,21.4,21.1,20.7,0.0,96.0,0.3,145.0,2.5,0.0,A822,0
2025-01-03,04:00:00,936.4,20.5,21.7,20.5,20.1,0.0,98.0,2.1,331.0,4.0,0.0,A822,0
2025-01-03,05:00:00,936.5,20.0,20.5,19.9,19.7,0.0,98.0,0.2,254.0,4.2,0.0,A822,0
2025-01-03,06:00:00,936.0,20.2,20.4,20.0,19.9,0.0,98.0,0.1,217.0,2.5,0.0,A822,0
2025-01-03,07:00:00,935.9,20.3,20.4,20.2,20.0,0.8,98.0,0.4,102.0,1.3,0.0,A822,0
2025-01-03,08:00:00,936.0,20.1,20.4,20.1,19.8,0.1,98.0,0.0,111.0,1.3,0.0,A822,0
2025-01-03,09:00:00,936.6,19.2,20.1,19.2,18.9,12.7,98.0,0.1,264.0,1.1,0.2,A822,0
2025-01-03,10:00:00,936.9,20.2,20.2,19.2,20.0,307.7,99.0,0.3,145.0,1.7,0.0,A822,0
2025-01-03,11:00:00,937.3,21.1,21.2,20.0,20.5,822.0,96.0,0.2,112.0,1.8,0.0,A822,0
2025-01-03,12:00:00,937.5,23.3,24.3,21.1,20.8,2185.2,86.0,2.1,212.0,3.4,0.0,A822,0
2025-01-03,13:00:00,937.8,24.6,25.2,23.2,21.4,2350.0,82.0,2.9,229.0,5.1,0.0,A822,0
2025-01-03,14:00:00,937.7,26.8,26.8,24.7,22.0,3120.8,75.0,2.3,241.0,5.7,0.0,A822,0
2025-01-03,15:00:00,937.1,27.7,28.3,26.7,21.1,3811.2,68.0,1.9,275.0,5.1,0.0,A822,0
2025-01-03,16:00:00,936.7,28.9,29.7,27.5,20.3,3711.7,60.0,1.8,244.0,4.9,0.0,A822,0
2025-01-03,17:00:00,935.8,30.5,31.1,28.6,20.2,3292.3,55.0,2.6,253.0,5.6,0.0,A822,0
2025-01-03,18:00:00,935.0,29.3,31.4,29.2,20.4,2510.3,59.0,1.7,245.0,6.8,0.0,A822,0
2025-01-03,19:00:00,934.5,29.6,29.8,28.1,19.6,1083.8,55.0,2.6,228.0,5.3,0.0,A822,0
2025-01-03,20:00:00,933.8,29.5,30.6,28.4,19.7,1844.8,56.0,2.6,230.0,7.0,0.0,A822,0
2025-01-03,21:00:00,933.5,28.9,29.9,28.9,19.1,1263.1,55.0,2.0,255.0,5.4,0.0,A822,0
2025-01-03,22:00:00,933.7,27.1,28.9,27.1,18.9,431.0,61.0,1.6,263.0,4.5,0.0,A822,0
2025-01-03,23:00:00,934.2,25.2,27.1,25.2,19.3,11.9,70.0,0.6,276.0,3.8,0.0,A822,0
2025-01-04,00:00:00,935.1,24.7,25.2,24.3,19.4,0.0,72.0,0.7,267.0,1.8,0.0,A822,0
2025-01-04,01:00:00,936.0,23.3,25.2,23.2,19.3,0.0,79.0,0.1,260.0,1.7,0.0,A822,0
2025-01-04,02:00:00,936.5,22.0,23.6,21.9,19.5,0.0,86.0,0.1,123.0,2.3,0.0,A822,0
